CustomerID,Churn,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,Contract,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ChargesTotal,ChargesMonthly
4759-PXTAN,No,Female,0,1,0,59,1,1,One year,1,Electronic check,DSL,No,Yes,No,Yes,Yes,Yes,4693.2,80.1
4759-TRPLW,Yes,Male,0,0,0,1,1,0,Month-to-month,0,Electronic check,Fiber optic,No,No,No,No,No,No,70.4,70.4
4760-THGOT,No,Female,0,1,0,43,1,1,Month-to-month,1,Electronic check,Fiber optic,Yes,Yes,No,No,No,Yes,4107.3,94.1
4760-XOHVN,Yes,Female,0,1,1,1,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.45,19.45
4762-XTUEC,N/A,Female,0,1,0,67,1,1,One year,1,Credit card (automatic),Fiber optic,No,Yes,Yes,Yes,Yes,Yes,7344.45,109.7
4763-PGDPO,Yes,Female,0,0,0,4,1,0,Month-to-month,0,Electronic check,Fiber optic,No,No,No,No,No,No,281.0,70.4
4765-OXPPD,Yes,Female,0,1,1,9,1,0,Month-to-month,0,Mailed check,DSL,Yes,Yes,Yes,Yes,No,No,663.05,65.0
4767-HZZHQ,No,Male,0,1,1,30,1,0,Month-to-month,0,Bank transfer (automatic),Fiber optic,No,Yes,Yes,No,No,No,2570.2,82.05
4770-QAZXN,No,Female,0,0,0,13,1,0,Month-to-month,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,232.1,19.45
4770-UEZOX,No,Male,0,0,0,2,1,0,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,No,No,No,144.8,74.75
4774-HHGGS,No,Male,0,1,0,30,1,0,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,637.55,19.05
4776-XSKYQ,No,Female,0,1,1,12,0,0,One year,0,Credit card (automatic),DSL,No,No,No,Yes,No,No,368.85,30.25
4778-IZARL,No,Male,0,1,0,63,1,0,Two year,1,Credit card (automatic),Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,6705.7,110.1
4779-ZGICK,No,Male,0,1,1,48,1,1,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1173.35,23.55
4781-ZXYGU,No,Male,0,1,1,1,1,0,Month-to-month,1,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.15,20.15
4782-OSFXZ,No,Female,1,1,0,71,1,1,Two year,1,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,No,Yes,5831.2,82.7
4785-FCIFB,No,Female,0,1,0,61,1,1,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1417.9,24.4
4785-NKHCX,No,Male,1,0,0,5,1,0,Month-to-month,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,94.15,20.05
4785-QRJHC,Yes,Male,1,1,0,46,0,0,One year,1,Bank transfer (automatic),DSL,No,Yes,Yes,Yes,Yes,Yes,2816.65,59.9
4786-UKSNZ,Yes,Male,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.2,20.2
4789-KWMXN,Yes,Male,0,1,0,47,1,1,One year,1,Credit card (automatic),Fiber optic,Yes,No,Yes,Yes,Yes,Yes,5275.8,110.85
4791-QRGMF,Yes,Male,0,1,0,59,1,1,One year,1,Bank transfer (automatic),Fiber optic,No,No,Yes,No,Yes,Yes,5961.1,99.5
4795-KTRTH,Yes,Female,1,1,0,5,1,1,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,No,No,No,371.65,81.0
4795-UXVCJ,No,Male,0,0,0,26,1,0,One year,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,457.3,19.8
4795-WRNVT,No,Female,0,0,0,40,1,0,Month-to-month,0,Mailed check,DSL,Yes,Yes,No,No,Yes,No,2586.0,65.1
4797-AXPXK,Yes,Female,0,0,1,1,1,0,Month-to-month,1,Electronic check,DSL,Yes,Yes,No,Yes,No,No,60.0,60.0
4797-MIWUM,No,Male,0,1,1,7,1,0,Month-to-month,1,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,174.7,20.25
4800-CZMPC,Yes,Female,0,1,1,48,1,1,One year,1,Credit card (automatic),Fiber optic,Yes,Yes,No,No,Yes,Yes,5037.55,103.25
4800-VHZKI,Yes,Female,0,0,0,1,1,0,Month-to-month,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.9,19.9
4801-JZAZL,No,Female,0,1,1,11,0,0,Month-to-month,1,Electronic check,DSL,Yes,No,No,No,No,No,346.45,29.6
4801-KFYKL,No,Male,0,0,1,8,1,0,Month-to-month,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,159.2,19.45
4803-AXVYP,Yes,Female,1,0,0,38,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,Yes,Yes,Yes,3734.25,99.55
4803-LBYPN,No,Male,0,1,1,34,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,635.9,20.8
4804-NCPET,No,Male,0,1,1,19,1,0,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,387.4,20.2
4805-ZRGEZ,N/A,Male,1,1,0,61,1,1,One year,0,Bank transfer (automatic),DSL,No,Yes,No,No,No,Yes,3902.6,64.05
4806-DXQCE,No,Female,1,1,0,70,1,1,Two year,1,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,7714.65,113.65
4806-HIPDW,Yes,Female,0,1,0,1,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,No,68.95,68.95
4806-KEXQR,Yes,Male,0,0,0,4,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,Yes,324.3,79.9
4807-IZYOZ,No,Female,0,0,0,51,1,0,Two year,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1020.75,20.65
4808-YNLEU,No,Female,0,1,0,35,1,0,One year,1,Bank transfer (automatic),DSL,Yes,No,No,No,Yes,No,2215.45,62.15
4811-JBUVU,No,Male,0,0,0,30,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,No,No,No,Yes,No,Yes,2723.15,89.9
4813-HQMGZ,No,Female,0,1,0,8,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,Yes,No,Yes,743.75,90.25
4815-GBTCD,No,Female,0,1,0,4,0,0,Month-to-month,1,Electronic check,DSL,No,No,No,No,No,No,99.95,25.15
4815-TUMEQ,No,Female,0,0,0,10,1,0,One year,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,185.2,19.3
4815-YOSUK,No,Male,0,1,1,72,1,1,One year,1,Credit card (automatic),Fiber optic,Yes,Yes,Yes,Yes,No,Yes,7537.5,104.9
4816-JBHOV,Yes,Male,1,0,0,2,1,0,Month-to-month,1,Electronic check,DSL,No,No,No,No,No,No,93.7,44.7
4816-LXZYW,Yes,Female,0,0,0,23,1,1,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,No,No,No,1676.95,79.15
4816-OKWNX,No,Male,0,1,1,50,1,0,One year,1,Bank transfer (automatic),Fiber optic,No,Yes,Yes,Yes,Yes,Yes,5236.4,103.4
4817-KEQSP,No,Female,0,1,1,71,1,0,Two year,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1326.35,19.85
4817-QRJSX,Yes,Female,0,0,0,10,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,No,Yes,No,No,No,No,818.05,81.0
4817-VYYWS,Yes,Female,0,0,0,30,1,1,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,No,Yes,Yes,2983.8,100.2
4818-DRBQT,Yes,Male,0,1,0,29,1,1,Month-to-month,1,Bank transfer (automatic),Fiber optic,No,Yes,No,No,No,No,2265.25,80.15
4818-QIUFN,Yes,Female,1,0,0,20,1,1,Month-to-month,1,Electronic check,Fiber optic,Yes,No,No,No,No,No,1520.9,79.15
4819-HJPIW,No,Male,0,0,0,18,0,0,Month-to-month,0,Mailed check,DSL,No,No,No,No,No,No,476.8,25.15
4821-SJHJV,No,Female,0,1,1,32,1,1,Month-to-month,0,Electronic check,Fiber optic,Yes,No,No,No,Yes,No,2901.8,89.6
4821-WQOYN,No,Female,0,1,1,72,1,0,Two year,1,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1326.25,20.1
4822-LPTYJ,No,Male,0,1,0,72,1,1,Two year,1,Bank transfer (automatic),Fiber optic,No,Yes,Yes,No,Yes,Yes,7346.2,103.75
4822-NGOCH,Yes,Female,0,0,0,13,1,1,Month-to-month,1,Electronic check,Fiber optic,No,Yes,Yes,No,No,No,1058.6,84.45
4822-RVYBB,Yes,Male,1,0,0,8,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,819.4,100.6
4822-YCXMX,Yes,Male,0,0,0,25,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,Yes,2043.45,84.8
4824-GUCBY,No,Female,1,0,0,22,1,0,Month-to-month,0,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,1820.9,81.7
4825-FUREZ,No,Male,0,1,0,42,1,0,Two year,0,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,835.5,20.25
4825-XJGDM,No,Female,0,0,0,61,0,0,One year,0,Credit card (automatic),DSL,Yes,Yes,Yes,Yes,No,No,2696.55,43.7
4826-DXMUP,No,Male,0,0,1,35,1,0,One year,1,Mailed check,DSL,No,No,No,Yes,Yes,Yes,2495.15,72.1
4826-TZEVA,No,Female,0,0,0,40,1,0,Month-to-month,0,Credit card (automatic),Fiber optic,No,Yes,No,No,No,No,2971.7,74.8
4826-XTSOH,Yes,Male,1,1,0,1,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,Yes,No,86.05,86.05
4827-DPADN,No,Female,0,1,1,72,1,1,Two year,1,Bank transfer (automatic),DSL,Yes,No,Yes,Yes,Yes,Yes,6042.7,83.3
4827-LTQRJ,No,Female,1,1,1,66,1,1,One year,1,Credit card (automatic),Fiber optic,Yes,Yes,No,Yes,Yes,Yes,7210.85,110.6
4827-USJHP,No,Male,0,0,0,20,1,0,Month-to-month,1,Mailed check,DSL,No,Yes,No,No,No,No,1023.85,51.8
4828-FAZPK,No,Female,0,1,1,16,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,No,Yes,No,No,No,No,1267.95,79.95
4829-AUOAX,Yes,Female,0,0,0,46,1,1,Month-to-month,0,Bank transfer (automatic),Fiber optic,No,No,No,No,Yes,Yes,4399.5,96.05
4829-ZLJTK,No,Female,1,1,0,72,1,1,Two year,1,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8046.85,112.4
4830-FAXFM,No,Male,0,0,1,19,1,1,Month-to-month,1,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,439.2,24.1
4831-EOBFE,Yes,Male,0,1,1,29,1,0,Month-to-month,0,Credit card (automatic),Fiber optic,Yes,No,No,No,Yes,Yes,2649.15,94.65
4832-VRBMR,No,Male,1,1,0,65,1,1,One year,1,Bank transfer (automatic),Fiber optic,No,Yes,Yes,No,Yes,Yes,6792.45,103.15
4833-QTJNO,No,Male,1,1,0,67,1,1,Month-to-month,0,Bank transfer (automatic),Fiber optic,Yes,Yes,No,No,No,No,5588.8,83.85
4835-YSJMR,No,Male,0,0,0,39,1,0,Two year,1,Bank transfer (automatic),DSL,No,No,No,Yes,No,No,1971.15,49.8
4836-WNFNO,No,Female,0,1,0,72,1,1,Two year,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1849.2,25.0
4837-PZTIC,No,Female,0,0,0,47,0,0,Two year,0,Mailed check,DSL,Yes,No,Yes,Yes,No,No,1875.25,41.9
4837-QUSFT,No,Female,0,1,0,65,1,1,One year,1,Bank transfer (automatic),Fiber optic,Yes,Yes,No,Yes,Yes,No,6643.5,100.15
4840-ORQXB,No,Female,1,0,0,56,1,1,Month-to-month,0,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Yes,5841.35,104.75
4844-JJWUY,Yes,Female,1,0,0,1,1,0,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,No,No,Yes,86.0,86.0
4846-WHAFZ,Yes,Female,1,1,0,37,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,No,2868.15,76.5
4847-QNOKA,Yes,Female,0,0,0,1,1,0,Month-to-month,1,Bank transfer (automatic),DSL,No,No,No,No,No,No,44.9,44.9
4847-TAJYI,No,Female,1,0,0,6,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,567.8,89.35
4849-PYRLQ,No,Female,1,0,0,56,1,1,Two year,0,Bank transfer (automatic),DSL,Yes,No,Yes,Yes,No,Yes,4054.2,73.25
4851-BQDNX,No,Male,0,1,1,40,1,0,One year,1,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,3355.65,85.05
4853-OITSN,No,Male,0,1,0,5,1,1,Month-to-month,1,Electronic check,Fiber optic,Yes,No,No,No,No,Yes,413.25,89.15
4853-RULSV,Yes,Male,0,0,0,70,1,1,Two year,1,Credit card (automatic),Fiber optic,Yes,No,No,Yes,Yes,Yes,7250.15,104.0
4854-CIDCF,No,Female,1,0,0,3,1,0,Month-to-month,0,Electronic check,Fiber optic,No,No,Yes,No,No,No,196.4,73.85
4854-SSLTN,No,Male,0,1,1,2,1,0,Two year,0,Mailed check,DSL,Yes,Yes,No,Yes,No,No,130.5,59.5
4855-SNKMY,Yes,Female,0,0,0,1,1,0,Month-to-month,1,Electronic check,DSL,No,No,No,No,No,No,44.1,44.1
4859-ZSRDZ,No,Female,0,1,1,58,0,0,Two year,1,Credit card (automatic),DSL,No,No,Yes,Yes,Yes,Yes,3166.9,55.5
4860-IJUDE,No,Male,0,0,0,13,1,0,Month-to-month,1,Credit card (automatic),Fiber optic,Yes,No,No,No,No,No,956.65,73.75
4860-YZGZM,No,Male,0,0,0,10,1,0,Month-to-month,0,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,185.4,20.0
4868-AADLV,No,Male,1,1,1,66,1,1,One year,1,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,7862.25,116.25
4869-EPIUS,No,Male,0,1,0,56,1,0,One year,1,Electronic check,Fiber optic,No,No,No,No,No,Yes,4557.5,80.9
4871-JTKJF,Yes,Female,1,0,0,1,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,No,69.65,69.65
4872-JCVCA,No,Female,0,1,0,71,0,0,Two year,1,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,No,No,3377.8,47.6
4872-VXRIL,No,Male,0,0,0,56,1,1,One year,1,Bank transfer (automatic),DSL,Yes,Yes,No,Yes,No,No,3665.55,64.65
4873-ILOLJ,Yes,Male,0,0,0,24,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,2238.5,90.35
4877-EVATK,Yes,Male,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.0,20.0
4877-TSOFF,No,Female,0,1,1,55,1,1,One year,1,Bank transfer (automatic),DSL,Yes,Yes,No,Yes,No,Yes,4264.25,75.75
4878-BUNFV,No,Male,0,1,1,42,1,0,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,828.85,20.7
4878-SMQBX,N/A,Female,0,0,0,2,1,0,Month-to-month,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,53.15,18.75
4879-GZLFH,No,Female,0,1,1,42,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,3875.4,92.15
4881-GQJTW,No,Male,0,0,0,14,1,0,Month-to-month,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,300.4,19.6
4881-JVQOD,No,Male,1,1,1,10,0,0,Month-to-month,1,Bank transfer (automatic),DSL,No,No,No,No,No,Yes,362.6,34.55
4883-KCPZJ,No,Female,0,1,1,22,1,1,Two year,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,555.4,25.25
4883-QICIH,Yes,Male,0,1,1,32,1,0,Month-to-month,1,Bank transfer (automatic),Fiber optic,No,No,No,No,No,No,2347.9,69.75
4884-LEVMQ,No,Male,0,1,0,39,1,0,Two year,1,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,790.0,20.45
4884-TVUQF,No,Female,1,0,0,57,1,1,Two year,0,Credit card (automatic),Fiber optic,Yes,No,Yes,Yes,No,Yes,5779.6,101.3
4884-ZTHVF,No,Female,1,0,0,8,1,0,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,No,Yes,No,713.6,87.1
4890-VMUAV,No,Male,0,0,0,63,1,1,One year,0,Electronic check,DSL,Yes,Yes,Yes,Yes,No,No,4576.3,71.5
4891-NLUBA,No,Female,0,1,1,61,0,0,Two year,1,Bank transfer (automatic),DSL,No,Yes,Yes,Yes,Yes,Yes,3751.15,61.45
4892-VLANZ,Yes,Male,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.8,19.8
4893-GYUJU,No,Female,0,0,0,50,1,0,One year,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1033.0,19.35
4895-TMWIR,Yes,Male,1,1,0,11,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,214.75,19.95
4896-CPRPF,No,Male,0,1,1,35,1,1,Two year,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,809.25,25.45
4897-QSUYC,Yes,Female,0,0,0,1,1,0,Month-to-month,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.15,20.15
4900-MSOMT,No,Female,0,1,1,72,1,1,Two year,0,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,Yes,No,5714.2,80.2
4902-OHLSK,Yes,Female,1,0,0,29,1,1,Month-to-month,0,Electronic check,Fiber optic,No,No,No,Yes,Yes,Yes,2862.75,98.65
4903-CNOZC,No,Male,0,0,0,29,1,1,One year,0,Credit card (automatic),DSL,No,Yes,Yes,No,No,Yes,1964.6,70.9
4903-UYAVB,Yes,Male,0,1,0,5,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,126.05,19.35
4905-JEFDW,Yes,Male,0,0,0,11,0,0,One year,1,Electronic check,DSL,No,No,Yes,No,Yes,No,470.6,41.6
4906-ZHGPK,No,Male,0,1,1,54,1,1,One year,1,Electronic check,DSL,No,Yes,No,Yes,Yes,No,3770.0,70.7
4908-XAXAY,No,Female,1,0,0,49,1,0,One year,1,Bank transfer (automatic),Fiber optic,No,Yes,Yes,No,No,Yes,4287.2,89.85
4909-JOUPP,No,Male,1,1,0,72,1,1,Two year,0,Credit card (automatic),Fiber optic,No,Yes,Yes,Yes,Yes,Yes,7898.45,109.7
4910-AQFFX,Yes,Male,0,1,1,9,1,1,Month-to-month,1,Bank transfer (automatic),Fiber optic,No,No,Yes,No,No,No,661.25,79.35
4910-GMJOT,Yes,Female,0,0,0,1,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,94.6,94.6
4911-BANWH,Yes,Female,0,0,1,31,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,No,No,No,No,Yes,No,2697.4,86.55
4912-PIGUY,No,Female,0,0,0,1,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,Yes,No,84.6,84.6
4913-EHYUI,Yes,Male,1,1,1,56,1,1,One year,1,Bank transfer (automatic),Fiber optic,Yes,No,Yes,No,Yes,Yes,5794.65,104.55
4915-BFSXL,No,Male,0,1,1,70,1,1,Two year,0,Credit card (automatic),DSL,Yes,No,Yes,No,Yes,No,4858.7,68.95
4918-FYJNT,No,Female,1,1,0,55,1,1,Month-to-month,0,Electronic check,Fiber optic,No,Yes,Yes,Yes,No,No,5044.8,90.45
4918-QLLIW,Yes,Male,0,0,0,3,1,0,Month-to-month,0,Credit card (automatic),DSL,No,No,No,No,Yes,No,188.7,53.4
4919-IKATY,Yes,Male,0,1,1,5,1,1,Month-to-month,1,Electronic check,Fiber optic,Yes,No,Yes,No,No,No,453.75,84.5
4919-MOAVT,Yes,Male,0,0,1,3,1,0,Month-to-month,0,Electronic check,Fiber optic,No,No,No,No,No,No,220.1,69.65
4922-CVPDX,No,Female,0,1,0,26,1,0,Two year,1,Credit card (automatic),DSL,No,Yes,Yes,No,Yes,Yes,1905.7,73.5
4923-ADWXJ,No,Female,0,0,0,25,1,0,Month-to-month,1,Bank transfer (automatic),DSL,No,Yes,No,Yes,No,Yes,1679.65,65.8
4925-LMHOK,Yes,Male,0,0,0,15,1,1,Month-to-month,1,Credit card (automatic),DSL,No,Yes,No,Yes,No,No,939.7,58.6
4926-UMJZD,No,Female,0,1,0,31,1,0,Month-to-month,1,Mailed check,DSL,No,No,No,Yes,No,No,1498.55,49.2
4927-WWOOZ,No,Male,0,1,0,2,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,171.45,91.45
4929-BSTRX,Yes,Female,0,0,0,1,1,0,Month-to-month,1,Mailed check,DSL,No,No,No,No,Yes,No,53.55,53.55
4929-ROART,No,Male,0,0,0,18,1,1,Month-to-month,0,Mailed check,DSL,Yes,No,No,No,No,No,969.85,56.25
4929-XIHVW,No,Male,1,1,0,2,1,0,Month-to-month,1,Credit card (automatic),Fiber optic,No,No,Yes,No,Yes,Yes,181.65,95.5
4931-TRZWN,No,Female,0,0,0,13,1,0,Month-to-month,1,Electronic check,DSL,Yes,No,No,No,Yes,Yes,923.85,71.95
4933-BSAIP,No,Female,0,1,0,40,1,0,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,780.1,19.1
4933-IKULF,No,Female,1,0,0,17,1,0,One year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,330.6,20.65
4936-YPJNK,No,Female,0,0,0,10,1,0,Month-to-month,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,199.45,19.9
4937-QPZPO,No,Male,0,1,1,61,1,1,One year,1,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,6241.35,99.9
4939-KYYPY,No,Male,0,0,0,27,1,1,Month-to-month,0,Electronic check,DSL,No,No,Yes,Yes,No,No,1611.65,59.45
4940-KHCWD,No,Female,0,1,0,60,0,0,Two year,0,Bank transfer (automatic),DSL,Yes,Yes,No,Yes,No,No,2288.7,37.7
4942-VZZOM,No,Male,0,1,0,64,1,1,One year,1,Credit card (automatic),DSL,Yes,No,No,No,Yes,No,4392.5,66.15
4945-RVMTE,No,Female,0,0,0,28,1,0,Month-to-month,1,Bank transfer (automatic),DSL,No,No,Yes,No,Yes,No,1646.45,59.55
4946-EDSEW,Yes,Female,0,1,1,11,1,0,Month-to-month,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,180.3,19.25
4946-VTTND,N/A,Male,0,1,0,8,1,0,Month-to-month,1,Mailed check,Fiber optic,Yes,No,No,No,No,No,658.1,75.0
4947-DSMXK,No,Male,0,1,1,34,1,1,Month-to-month,1,Bank transfer (automatic),Fiber optic,No,Yes,No,No,Yes,Yes,3410.0,97.7
4948-WBBKL,No,Female,1,0,0,36,1,1,Month-to-month,1,Bank transfer (automatic),Fiber optic,No,No,No,No,No,No,2659.45,74.9
4950-BDEUX,No,Male,0,0,0,35,0,0,Month-to-month,0,Electronic check,DSL,No,No,Yes,No,Yes,Yes,1701.65,49.2
4950-HKQTE,No,Female,0,0,0,22,1,1,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,605.9,26.25
4951-UKAAQ,Yes,Female,0,0,0,4,1,1,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,No,No,Yes,355.2,88.95
4952-YSOGZ,Yes,Female,0,1,1,4,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,Yes,381.3,85.95
4955-VCWBI,No,Female,0,1,1,43,1,0,One year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,817.95,20.0
4957-SREEC,No,Male,0,1,1,70,1,0,Two year,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1458.1,20.35
4957-TIALW,No,Female,0,0,1,15,1,0,One year,0,Credit card (automatic),DSL,Yes,Yes,Yes,Yes,No,No,1010.0,65.6
4957-TREIR,No,Male,0,0,0,3,1,0,Month-to-month,1,Credit card (automatic),DSL,Yes,No,No,Yes,Yes,No,195.65,64.4
4958-GZWIY,Yes,Male,0,1,1,7,1,0,Month-to-month,0,Electronic check,DSL,No,No,Yes,No,No,No,340.25,48.7
4958-XCBDQ,Yes,Male,1,0,0,35,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,3496.3,101.4
4959-JOSRX,Yes,Female,0,1,0,2,1,0,Month-to-month,1,Credit card (automatic),DSL,No,No,No,No,No,No,80.55,44.6
4962-CHQPW,No,Male,0,0,1,29,1,0,One year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,535.05,19.85
4967-WPNCF,No,Male,0,0,0,72,0,0,Two year,1,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,4464.8,63.7
4971-PUYQO,Yes,Female,0,0,0,27,1,1,Month-to-month,1,Mailed check,Fiber optic,No,No,No,No,Yes,Yes,2724.6,94.55
4973-MGTON,No,Female,0,1,0,71,1,0,Two year,1,Credit card (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,5969.3,84.4
4973-RLZVI,No,Female,0,0,0,30,1,0,One year,0,Credit card (automatic),DSL,Yes,Yes,Yes,Yes,Yes,No,2308.6,74.65
4976-LNFVV,No,Male,1,1,0,19,0,0,Month-to-month,1,Credit card (automatic),DSL,No,Yes,Yes,No,No,No,577.15,34.3
4979-HPRFL,No,Male,0,1,1,56,1,1,Two year,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1402.25,24.15
4980-URKXC,No,Male,0,1,0,36,1,0,One year,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,720.05,20.85
4981-FLTMF,No,Female,0,1,1,57,1,1,Month-to-month,0,Bank transfer (automatic),DSL,Yes,Yes,No,Yes,No,No,3687.85,65.2
4983-CCWMC,No,Male,0,0,0,3,1,0,Month-to-month,1,Mailed check,Fiber optic,No,No,No,No,No,No,207.4,69.6
4983-CLMLV,No,Female,0,1,0,52,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,No,Yes,No,Yes,Yes,Yes,5138.1,102.7
4986-MXSFP,No,Female,0,0,0,2,1,0,Month-to-month,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,40.9,20.0
4987-GQWPO,No,Male,0,0,0,17,0,0,Month-to-month,0,Credit card (automatic),DSL,No,No,No,No,No,No,382.8,25.1
